"Befolkning efter region, ålder, utbildningsnivå, kön och år"

"region","ålder","utbildningsnivå","kön","2010","2011","2012","2013","2014","2015","2016","2017"
"21 Gävleborgs län","45-54 år","förgymnasial utbildning kortare än 9 år","män",309,324,336,349,382,405,419,437
"21 Gävleborgs län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",367,396,423,463,515,553,593,616
"21 Gävleborgs län","45-54 år","förgymnasial utbildning, 9 (10) år","män",3247,3024,2850,2653,2423,2255,2173,2094
"21 Gävleborgs län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",1864,1736,1611,1524,1404,1315,1262,1236
"21 Gävleborgs län","45-54 år","gymnasial utbildning, högst 2 år","män",9009,9231,9452,9591,9601,9601,9575,9358
"21 Gävleborgs län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",7006,6893,6788,6639,6477,6285,6111,5750
"21 Gävleborgs län","45-54 år","gymnasial utbildning, 3 år","män",1989,2070,2142,2167,2235,2301,2360,2579
"21 Gävleborgs län","45-54 år","gymnasial utbildning, 3 år","kvinnor",2817,2972,3164,3303,3446,3583,3687,3797
"21 Gävleborgs län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",2332,2354,2395,2462,2474,2539,2569,2592
"21 Gävleborgs län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2804,2807,2839,2804,2788,2780,2799,2817
"21 Gävleborgs län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",1669,1712,1780,1825,1865,1928,1997,2134
"21 Gävleborgs län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",3110,3225,3402,3536,3640,3797,3988,4164
"21 Gävleborgs län","45-54 år","forskarutbildning","män",88,95,107,117,120,122,127,136
"21 Gävleborgs län","45-54 år","forskarutbildning","kvinnor",43,43,48,54,61,61,75,75
"21 Gävleborgs län","45-54 år","uppgift om utbildningsnivå saknas","män",103,84,94,95,95,95,105,100
"21 Gävleborgs län","45-54 år","uppgift om utbildningsnivå saknas","kvinnor",91,80,85,87,68,73,100,123
"21 Gävleborgs län","55-64 år","förgymnasial utbildning kortare än 9 år","män",2548,2008,1490,1108,866,673,552,452
"21 Gävleborgs län","55-64 år","förgymnasial utbildning kortare än 9 år","kvinnor",1697,1290,964,739,586,547,503,481
"21 Gävleborgs län","55-64 år","förgymnasial utbildning, 9 (10) år","män",3661,3856,3995,4034,4024,3891,3801,3704
"21 Gävleborgs län","55-64 år","förgymnasial utbildning, 9 (10) år","kvinnor",2762,2749,2714,2599,2478,2400,2317,2177
"21 Gävleborgs län","55-64 år","gymnasial utbildning, högst 2 år","män",6715,6837,6927,7084,7240,7428,7649,7859
"21 Gävleborgs län","55-64 år","gymnasial utbildning, högst 2 år","kvinnor",7524,7385,7295,7092,6947,6885,6759,6796
"21 Gävleborgs län","55-64 år","gymnasial utbildning, 3 år","män",2737,2534,2404,2265,2123,2028,1961,1925
"21 Gävleborgs län","55-64 år","gymnasial utbildning, 3 år","kvinnor",1800,1907,2003,2104,2164,2189,2287,2401
"21 Gävleborgs län","55-64 år","eftergymnasial utbildning, mindre än 3 år","män",2172,2192,2235,2196,2216,2193,2205,2233
"21 Gävleborgs län","55-64 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2720,2774,2789,2809,2804,2849,2871,2868
"21 Gävleborgs län","55-64 år","eftergymnasial utbildning, 3 år eller mer","män",1886,1847,1770,1711,1668,1677,1688,1649
"21 Gävleborgs län","55-64 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",2785,2783,2754,2733,2768,2783,2871,2933
"21 Gävleborgs län","55-64 år","forskarutbildning","män",67,69,67,66,72,79,81,89
"21 Gävleborgs län","55-64 år","forskarutbildning","kvinnor",42,43,44,41,38,49,49,50
"21 Gävleborgs län","55-64 år","uppgift om utbildningsnivå saknas","män",73,59,56,57,59,66,71,87
"21 Gävleborgs län","55-64 år","uppgift om utbildningsnivå saknas","kvinnor",72,63,64,74,67,69,88,101
"21 Gävleborgs län","65-74 år","förgymnasial utbildning kortare än 9 år","män",6033,5947,5788,5547,5206,4809,4323,3864
"21 Gävleborgs län","65-74 år","förgymnasial utbildning kortare än 9 år","kvinnor",4942,4811,4565,4227,3919,3551,3131,2762
"21 Gävleborgs län","65-74 år","förgymnasial utbildning, 9 (10) år","män",971,1125,1288,1486,1747,2101,2342,2571
"21 Gävleborgs län","65-74 år","förgymnasial utbildning, 9 (10) år","kvinnor",1390,1543,1684,1841,2015,2163,2242,2340
"21 Gävleborgs län","65-74 år","gymnasial utbildning, högst 2 år","män",3765,4111,4459,4685,4971,5245,5491,5657
"21 Gävleborgs län","65-74 år","gymnasial utbildning, högst 2 år","kvinnor",5886,6234,6551,6887,7086,7278,7398,7373
"21 Gävleborgs län","65-74 år","gymnasial utbildning, 3 år","män",2348,2514,2637,2781,2868,2901,2896,2918
"21 Gävleborgs län","65-74 år","gymnasial utbildning, 3 år","kvinnor",790,866,960,1039,1143,1253,1360,1490
"21 Gävleborgs län","65-74 år","eftergymnasial utbildning, mindre än 3 år","män",1239,1355,1456,1546,1621,1731,1828,1886
"21 Gävleborgs län","65-74 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1386,1521,1670,1827,1994,2100,2200,2321
"21 Gävleborgs län","65-74 år","eftergymnasial utbildning, 3 år eller mer","män",1304,1403,1525,1627,1721,1764,1787,1803
"21 Gävleborgs län","65-74 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1650,1799,1948,2116,2227,2346,2449,2528
"21 Gävleborgs län","65-74 år","forskarutbildning","män",96,100,105,101,94,88,85,75
"21 Gävleborgs län","65-74 år","forskarutbildning","kvinnor",31,34,35,36,38,33,35,38
"21 Gävleborgs län","65-74 år","uppgift om utbildningsnivå saknas","män",83,91,98,100,100,102,107,104
"21 Gävleborgs län","65-74 år","uppgift om utbildningsnivå saknas","kvinnor",87,94,91,94,97,96,102,102
"22 Västernorrlands län","16-24 år","förgymnasial utbildning kortare än 9 år","män",144,160,160,152,184,187,182,196
"22 Västernorrlands län","16-24 år","förgymnasial utbildning kortare än 9 år","kvinnor",93,107,118,128,139,147,131,120
"22 Västernorrlands län","16-24 år","förgymnasial utbildning, 9 (10) år","män",6075,5767,5486,5169,5111,5084,5027,5060
"22 Västernorrlands län","16-24 år","förgymnasial utbildning, 9 (10) år","kvinnor",5408,5202,4924,4617,4441,4360,4421,4423
"22 Västernorrlands län","16-24 år","gymnasial utbildning, högst 2 år","män",722,713,683,554,573,554,532,513
"22 Västernorrlands län","16-24 år","gymnasial utbildning, högst 2 år","kvinnor",534,533,483,439,403,371,368,358
"22 Västernorrlands län","16-24 år","gymnasial utbildning, 3 år","män",5643,5795,5867,6043,5911,5657,5383,5096
"22 Västernorrlands län","16-24 år","gymnasial utbildning, 3 år","kvinnor",5119,5138,5139,5111,5080,4846,4553,4366
"22 Västernorrlands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","män",730,799,873,828,792,817,809,727
"22 Västernorrlands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1147,1246,1250,1174,1099,1074,1028,926
"22 Västernorrlands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","män",107,119,149,183,176,141,166,143
"22 Västernorrlands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",278,290,319,347,382,376,357,338
"22 Västernorrlands län","16-24 år","forskarutbildning","män",0,0,0,0,0,0,0,0
"22 Västernorrlands län","16-24 år","forskarutbildning","kvinnor",1,0,0,0,0,0,0,0
"22 Västernorrlands län","16-24 år","uppgift om utbildningsnivå saknas","män",775,716,711,751,709,726,863,944
"22 Västernorrlands län","16-24 år","uppgift om utbildningsnivå saknas","kvinnor",545,523,519,522,511,535,568,589
"22 Västernorrlands län","25-34 år","förgymnasial utbildning kortare än 9 år","män",217,262,295,336,395,456,522,509
"22 Västernorrlands län","25-34 år","förgymnasial utbildning kortare än 9 år","kvinnor",223,265,290,324,377,423,456,438
"22 Västernorrlands län","25-34 år","förgymnasial utbildning, 9 (10) år","män",1413,1450,1463,1455,1470,1537,1544,1593
"22 Västernorrlands län","25-34 år","förgymnasial utbildning, 9 (10) år","kvinnor",892,898,904,908,862,903,911,925
"22 Västernorrlands län","25-34 år","gymnasial utbildning, högst 2 år","män",1204,1220,1327,1488,1536,1498,1559,1571
"22 Västernorrlands län","25-34 år","gymnasial utbildning, högst 2 år","kvinnor",935,902,962,1011,1063,1044,1097,1100
"22 Västernorrlands län","25-34 år","gymnasial utbildning, 3 år","män",5876,5926,5835,5907,6219,6478,6769,6980
"22 Västernorrlands län","25-34 år","gymnasial utbildning, 3 år","kvinnor",4001,4009,3984,4077,4279,4490,4683,4862
"22 Västernorrlands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","män",1547,1571,1660,1708,1863,1933,2043,2098
"22 Västernorrlands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1596,1633,1730,1807,1885,1940,2029,2174
"22 Västernorrlands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","män",2154,2040,2000,1972,1985,1964,1988,1960
"22 Västernorrlands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",3830,3781,3775,3778,3773,3751,3811,3755
"22 Västernorrlands län","25-34 år","forskarutbildning","män",33,35,34,34,28,19,19,19
"22 Västernorrlands län","25-34 år","forskarutbildning","kvinnor",20,27,29,20,18,18,12,11
"22 Västernorrlands län","25-34 år","uppgift om utbildningsnivå saknas","män",391,352,323,354,360,353,443,449
"22 Västernorrlands län","25-34 år","uppgift om utbildningsnivå saknas","kvinnor",249,216,223,235,241,249,281,292
"22 Västernorrlands län","35-44 år","förgymnasial utbildning kortare än 9 år","män",158,175,204,232,263,318,350,359
"22 Västernorrlands län","35-44 år","förgymnasial utbildning kortare än 9 år","kvinnor",262,281,313,311,350,395,398,423
"22 Västernorrlands län","35-44 år","förgymnasial utbildning, 9 (10) år","män",1093,996,985,1024,1118,1152,1218,1228
"22 Västernorrlands län","35-44 år","förgymnasial utbildning, 9 (10) år","kvinnor",865,808,788,789,820,798,820,815
"22 Västernorrlands län","35-44 år","gymnasial utbildning, högst 2 år","män",6743,5990,5114,4415,3771,3314,2792,2373
"22 Västernorrlands län","35-44 år","gymnasial utbildning, högst 2 år","kvinnor",4153,3705,3207,2837,2457,2130,1854,1650
"22 Västernorrlands län","35-44 år","gymnasial utbildning, 3 år","män",2768,3087,3569,3906,4193,4501,4793,5056
"22 Västernorrlands län","35-44 år","gymnasial utbildning, 3 år","kvinnor",3290,3318,3411,3432,3428,3487,3560,3517
"22 Västernorrlands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",2421,2370,2264,2168,2067,2017,1964,1950
"22 Västernorrlands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2361,2249,2095,1978,1910,1842,1779,1716
"22 Västernorrlands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",2306,2442,2522,2615,2744,2835,2877,2922
"22 Västernorrlands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",4204,4417,4613,4780,4999,5167,5277,5342
"22 Västernorrlands län","35-44 år","forskarutbildning","män",111,114,113,118,111,101,97,102
"22 Västernorrlands län","35-44 år","forskarutbildning","kvinnor",71,67,62,69,78,81,91,95
"22 Västernorrlands län","35-44 år","uppgift om utbildningsnivå saknas","män",110,118,137,144,154,191,244,215
"22 Västernorrlands län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",127,120,120,131,130,150,178,171
"22 Västernorrlands län","45-54 år","förgymnasial utbildning kortare än 9 år","män",202,198,183,187,210,222,250,266
"22 Västernorrlands län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",178,202,217,247,268,295,306,338
"22 Västernorrlands län","45-54 år","förgymnasial utbildning, 9 (10) år","män",2201,2024,1841,1687,1551,1460,1374,1314
"22 Västernorrlands län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",1285,1231,1123,1050,1007,939,915,906
"22 Västernorrlands län","45-54 år","gymnasial utbildning, högst 2 år","män",7870,7989,8165,8183,8216,8181,8173,8021
"22 Västernorrlands län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",5974,5848,5691,5571,5431,5286,5115,4867
"22 Västernorrlands län","45-54 år","gymnasial utbildning, 3 år","män",1665,1657,1688,1719,1758,1838,1910,2068
"22 Västernorrlands län","45-54 år","gymnasial utbildning, 3 år","kvinnor",2455,2626,2741,2863,2945,3063,3104,3155
"22 Västernorrlands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",2440,2489,2532,2611,2649,2686,2732,2670
"22 Västernorrlands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2573,2610,2634,2674,2638,2645,2648,2692
"22 Västernorrlands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",1659,1703,1769,1821,1830,1894,1993,2082
"22 Västernorrlands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",2956,3031,3175,3257,3370,3528,3701,3935
"22 Västernorrlands län","45-54 år","forskarutbildning","män",95,88,88,93,101,117,122,124
"22 Västernorrlands län","45-54 år","forskarutbildning","kvinnor",41,52,63,60,69,74,83,83
"22 Västernorrlands län","45-54 år","uppgift om utbildningsnivå saknas","män",77,61,72,85,76,85,120,108
"22 Västernorrlands län","45-54 år","uppgift om utbildningsnivå saknas","kvinnor",82,78,82,77,75,65,85,102
"22 Västernorrlands län","55-64 år","förgymnasial utbildning kortare än 9 år","män",1655,1269,944,713,543,405,324,289
"22 Västernorrlands län","55-64 år","förgymnasial utbildning kortare än 9 år","kvinnor",1039,777,588,440,341,296,262,243
"22 Västernorrlands län","55-64 år","förgymnasial utbildning, 9 (10) år","män",3094,3109,3142,3163,3046,2930,2780,2573
"22 Västernorrlands län","55-64 år","förgymnasial utbildning, 9 (10) år","kvinnor",2093,1992,1951,1895,1823,1721,1606,1474
"22 Västernorrlands län","55-64 år","gymnasial utbildning, högst 2 år","män",6094,6254,6412,6591,6677,6825,6946,6953
"22 Västernorrlands län","55-64 år","gymnasial utbildning, högst 2 år","kvinnor",6963,6775,6676,6496,6374,6270,6160,6018
"22 Västernorrlands län","55-64 år","gymnasial utbildning, 3 år","män",2333,2244,2160,2003,1867,1784,1718,1703
"22 Västernorrlands län","55-64 år","gymnasial utbildning, 3 år","kvinnor",1606,1685,1761,1781,1865,1907,1991,2078
"22 Västernorrlands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","män",2192,2227,2265,2259,2282,2238,2197,2234
"22 Västernorrlands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2368,2431,2466,2506,2548,2549,2545,2509
"22 Västernorrlands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","män",1916,1828,1783,1691,1638,1613,1600,1571
"22 Västernorrlands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",2585,2597,2577,2613,2574,2557,2611,2644
"22 Västernorrlands län","55-64 år","forskarutbildning","män",85,91,95,84,80,79,85,90
"22 Västernorrlands län","55-64 år","forskarutbildning","kvinnor",37,35,30,36,32,44,43,47
"22 Västernorrlands län","55-64 år","uppgift om utbildningsnivå saknas","män",60,51,51,58,57,59,58,66
"22 Västernorrlands län","55-64 år","uppgift om utbildningsnivå saknas","kvinnor",58,40,49,43,42,45,45,48
"22 Västernorrlands län","65-74 år","förgymnasial utbildning kortare än 9 år","män",4558,4402,4150,3863,3519,3198,2854,2491
"22 Västernorrlands län","65-74 år","förgymnasial utbildning kortare än 9 år","kvinnor",3743,3555,3258,2948,2643,2335,2041,1746
"22 Västernorrlands län","65-74 år","förgymnasial utbildning, 9 (10) år","män",975,1194,1375,1552,1776,1991,2191,2356
"22 Västernorrlands län","65-74 år","förgymnasial utbildning, 9 (10) år","kvinnor",1329,1445,1571,1636,1704,1781,1845,1925
"22 Västernorrlands län","65-74 år","gymnasial utbildning, högst 2 år","män",3777,4006,4163,4380,4586,4777,4939,5109
"22 Västernorrlands län","65-74 år","gymnasial utbildning, högst 2 år","kvinnor",5641,5994,6256,6485,6651,6701,6720,6678
"22 Västernorrlands län","65-74 år","gymnasial utbildning, 3 år","män",2097,2200,2231,2338,2401,2428,2413,2404
"22 Västernorrlands län","65-74 år","gymnasial utbildning, 3 år","kvinnor",693,757,836,929,1033,1114,1191,1331
"22 Västernorrlands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","män",1167,1254,1345,1428,1543,1685,1796,1870
"22 Västernorrlands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1247,1356,1460,1582,1685,1783,1886,1982
"22 Västernorrlands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","män",1316,1456,1549,1670,1764,1807,1835,1825
"22 Västernorrlands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1575,1728,1869,1977,2078,2198,2264,2300
"22 Västernorrlands län","65-74 år","forskarutbildning","män",91,92,92,86,87,85,84,87
"22 Västernorrlands län","65-74 år","forskarutbildning","kvinnor",13,15,24,28,30,32,30,33
"22 Västernorrlands län","65-74 år","uppgift om utbildningsnivå saknas","män",70,71,72,67,73,87,87,79
"22 Västernorrlands län","65-74 år","uppgift om utbildningsnivå saknas","kvinnor",63,67,71,63,64,64,71,66
"23 Jämtlands län","16-24 år","förgymnasial utbildning kortare än 9 år","män",75,108,107,114,117,122,138,163
"23 Jämtlands län","16-24 år","förgymnasial utbildning kortare än 9 år","kvinnor",77,74,82,77,95,88,93,82
"23 Jämtlands län","16-24 år","förgymnasial utbildning, 9 (10) år","män",3165,2980,2779,2566,2488,2388,2393,2489
"23 Jämtlands län","16-24 år","förgymnasial utbildning, 9 (10) år","kvinnor",2777,2677,2520,2309,2182,2089,2069,2103
"23 Jämtlands län","16-24 år","gymnasial utbildning, högst 2 år","män",288,262,228,223,197,224,239,204
"23 Jämtlands län","16-24 år","gymnasial utbildning, högst 2 år","kvinnor",254,212,194,180,176,199,174,154
"23 Jämtlands län","16-24 år","gymnasial utbildning, 3 år","män",3597,3615,3670,3659,3546,3398,3298,3058
"23 Jämtlands län","16-24 år","gymnasial utbildning, 3 år","kvinnor",3247,3181,3192,3186,3110,2904,2805,2611
"23 Jämtlands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","män",363,402,379,383,397,386,390,337
"23 Jämtlands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",642,698,651,657,690,661,595,550
"23 Jämtlands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","män",36,41,49,45,63,57,58,63
"23 Jämtlands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",118,121,139,149,161,147,153,145
"23 Jämtlands län","16-24 år","forskarutbildning","män",1,0,0,0,0,0,0,0
"23 Jämtlands län","16-24 år","forskarutbildning","kvinnor",0,1,0,0,0,0,0,0
"23 Jämtlands län","16-24 år","uppgift om utbildningsnivå saknas","män",323,325,336,396,390,390,417,471
"23 Jämtlands län","16-24 år","uppgift om utbildningsnivå saknas","kvinnor",224,192,220,279,250,278,303,297
"23 Jämtlands län","25-34 år","förgymnasial utbildning kortare än 9 år","män",92,96,95,117,164,204,268,287
"23 Jämtlands län","25-34 år","förgymnasial utbildning kortare än 9 år","kvinnor",89,108,125,128,156,183,200,226
"23 Jämtlands län","25-34 år","förgymnasial utbildning, 9 (10) år","män",628,659,638,643,623,637,649,650
"23 Jämtlands län","25-34 år","förgymnasial utbildning, 9 (10) år","kvinnor",404,397,398,395,369,376,410,436
"23 Jämtlands län","25-34 år","gymnasial utbildning, högst 2 år","män",525,491,550,577,625,671,707,741
"23 Jämtlands län","25-34 år","gymnasial utbildning, högst 2 år","kvinnor",412,408,425,484,483,508,524,532
"23 Jämtlands län","25-34 år","gymnasial utbildning, 3 år","män",3493,3582,3606,3706,3808,4017,4180,4341
"23 Jämtlands län","25-34 år","gymnasial utbildning, 3 år","kvinnor",2326,2353,2349,2425,2489,2696,2858,2928
"23 Jämtlands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","män",886,906,900,928,975,1065,1114,1169
"23 Jämtlands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",994,1044,1080,1105,1102,1130,1182,1254
"23 Jämtlands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","män",956,933,924,938,962,974,988,1000
"23 Jämtlands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1984,1939,2024,1984,2013,2039,2149,2219
"23 Jämtlands län","25-34 år","forskarutbildning","män",8,11,10,13,11,10,13,10
"23 Jämtlands län","25-34 år","forskarutbildning","kvinnor",12,8,10,7,11,11,8,10
"23 Jämtlands län","25-34 år","uppgift om utbildningsnivå saknas","män",178,166,197,225,218,217,237,247
"23 Jämtlands län","25-34 år","uppgift om utbildningsnivå saknas","kvinnor",131,128,132,142,136,137,153,159
"23 Jämtlands län","35-44 år","förgymnasial utbildning kortare än 9 år","män",69,73,78,83,105,112,138,161
"23 Jämtlands län","35-44 år","förgymnasial utbildning kortare än 9 år","kvinnor",100,113,118,145,165,190,199,212
"23 Jämtlands län","35-44 år","förgymnasial utbildning, 9 (10) år","män",686,626,593,598,600,598,600,608
"23 Jämtlands län","35-44 år","förgymnasial utbildning, 9 (10) år","kvinnor",404,384,355,328,348,329,302,305
"23 Jämtlands län","35-44 år","gymnasial utbildning, högst 2 år","män",3061,2663,2246,1927,1661,1420,1174,1013
"23 Jämtlands län","35-44 år","gymnasial utbildning, högst 2 år","kvinnor",1893,1640,1403,1238,1094,956,794,671
"23 Jämtlands län","35-44 år","gymnasial utbildning, 3 år","män",1641,1808,2043,2250,2456,2623,2847,2973
"23 Jämtlands län","35-44 år","gymnasial utbildning, 3 år","kvinnor",1681,1706,1714,1746,1775,1809,1845,1875
"23 Jämtlands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",1175,1130,1080,1042,1063,1060,1030,1057
"23 Jämtlands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1194,1151,1085,1015,974,946,946,959
"23 Jämtlands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",1405,1429,1427,1464,1492,1548,1567,1593
"23 Jämtlands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",2339,2438,2516,2659,2770,2843,2886,2941
"23 Jämtlands län","35-44 år","forskarutbildning","män",48,46,41,45,47,48,47,49
"23 Jämtlands län","35-44 år","forskarutbildning","kvinnor",53,58,57,59,56,52,51,57
"23 Jämtlands län","35-44 år","uppgift om utbildningsnivå saknas","män",88,81,98,111,105,104,130,137
"23 Jämtlands län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",63,57,78,83,84,81,104,118
"23 Jämtlands län","45-54 år","förgymnasial utbildning kortare än 9 år","män",78,78,79,90,93,91,110,115
"23 Jämtlands län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",101,115,118,129,137,141,149,150
"23 Jämtlands län","45-54 år","förgymnasial utbildning, 9 (10) år","män",1145,1097,1030,979,922,866,838,821
"23 Jämtlands län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",550,526,509,493,460,438,433,424
"23 Jämtlands län","45-54 år","gymnasial utbildning, högst 2 år","män",4198,4269,4308,4256,4148,4084,3967,3814
"23 Jämtlands län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",3171,3072,2963,2833,2708,2569,2474,2300
"23 Jämtlands län","45-54 år","gymnasial utbildning, 3 år","män",872,895,902,914,962,962,991,1103
"23 Jämtlands län","45-54 år","gymnasial utbildning, 3 år","kvinnor",1272,1350,1458,1534,1590,1602,1601,1656
"23 Jämtlands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",1051,1070,1075,1115,1114,1133,1195,1199
"23 Jämtlands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1427,1392,1375,1335,1291,1281,1303,1282
"23 Jämtlands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",963,969,1008,1028,1070,1119,1192,1282
"23 Jämtlands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1694,1739,1778,1816,1850,1946,2070,2204
"23 Jämtlands län","45-54 år","forskarutbildning","män",51,50,49,46,54,58,57,61
"23 Jämtlands län","45-54 år","forskarutbildning","kvinnor",42,48,47,47,52,53,55,59
"23 Jämtlands län","45-54 år","uppgift om utbildningsnivå saknas","män",53,49,50,55,54,58,72,71
"23 Jämtlands län","45-54 år","uppgift om utbildningsnivå saknas","kvinnor",42,37,44,42,44,49,66,74
"23 Jämtlands län","55-64 år","förgymnasial utbildning kortare än 9 år","män",687,479,313,241,188,148,125,108
"23 Jämtlands län","55-64 år","förgymnasial utbildning kortare än 9 år","kvinnor",386,272,202,154,148,127,123,126
"23 Jämtlands län","55-64 år","förgymnasial utbildning, 9 (10) år","män",1611,1652,1671,1589,1500,1423,1330,1245
"23 Jämtlands län","55-64 år","förgymnasial utbildning, 9 (10) år","kvinnor",978,951,930,863,784,728,691,640
"23 Jämtlands län","55-64 år","gymnasial utbildning, högst 2 år","män",3379,3405,3480,3553,3626,3669,3784,3813
"23 Jämtlands län","55-64 år","gymnasial utbildning, högst 2 år","kvinnor",3650,3575,3502,3402,3383,3318,3246,3171
"23 Jämtlands län","55-64 år","gymnasial utbildning, 3 år","män",1259,1202,1147,1070,992,965,945,914
"23 Jämtlands län","55-64 år","gymnasial utbildning, 3 år","kvinnor",829,876,901,919,966,1014,1060,1098
"23 Jämtlands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","män",1095,1105,1115,1102,1089,1045,1043,1035
"23 Jämtlands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1275,1304,1331,1350,1358,1339,1320,1335
"23 Jämtlands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","män",1099,1074,1056,1024,1008,992,966,966
"23 Jämtlands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1560,1596,1580,1585,1572,1574,1565,1613
"23 Jämtlands län","55-64 år","forskarutbildning","män",49,53,59,62,59,57,54,52
"23 Jämtlands län","55-64 år","forskarutbildning","kvinnor",24,26,28,29,37,40,40,41
"23 Jämtlands län","55-64 år","uppgift om utbildningsnivå saknas","män",41,43,40,38,30,37,47,51
"23 Jämtlands län","55-64 år","uppgift om utbildningsnivå saknas","kvinnor",30,29,33,29,24,26,35,41
"23 Jämtlands län","65-74 år","förgymnasial utbildning kortare än 9 år","män",2359,2325,2262,2061,1874,1710,1517,1295
"23 Jämtlands län","65-74 år","förgymnasial utbildning kortare än 9 år","kvinnor",1667,1572,1445,1308,1140,1034,902,769
"23 Jämtlands län","65-74 år","förgymnasial utbildning, 9 (10) år","män",327,402,479,632,777,935,1067,1211
"23 Jämtlands län","65-74 år","förgymnasial utbildning, 9 (10) år","kvinnor",544,578,591,661,733,776,801,845
"23 Jämtlands län","65-74 år","gymnasial utbildning, högst 2 år","män",2027,2161,2280,2427,2564,2641,2702,2778
"23 Jämtlands län","65-74 år","gymnasial utbildning, högst 2 år","kvinnor",2945,3119,3280,3419,3455,3515,3540,3554
"23 Jämtlands län","65-74 år","gymnasial utbildning, 3 år","män",931,1000,1077,1168,1205,1236,1227,1236
"23 Jämtlands län","65-74 år","gymnasial utbildning, 3 år","kvinnor",294,329,391,452,492,528,585,662
"23 Jämtlands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","män",609,639,686,732,778,843,903,939
"23 Jämtlands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",630,691,762,849,907,990,1053,1102
"23 Jämtlands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","män",683,766,808,893,948,989,1012,1014
"23 Jämtlands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",815,863,959,1043,1124,1195,1234,1260
